Qty,Item,Price Level,Price Type,Resale Value,Resale Per Ticket,Resale Difference,Resale Date,Seatblock1
4,F07,1,R,$676.00,$169.00,$467.36,11/18/2019,"U:506:A:24,27"
1,F07,1,R,$195.00,$195.00,$142.84,11/3/2019,"U:507:B:13,13"
1,F07,1,R,$195.00,$195.00,$142.84,11/3/2019,"U:507:B:14,14"
1,F07,1,R,$195.00,$195.00,$142.84,11/3/2019,"U:507:B:15,15"
1,F07,1,R,$195.00,$195.00,$142.84,11/3/2019,"U:507:B:16,16"
3,F05,2,G3,$45.00,$15.00,-$30.00,11/9/2019,"L:111:D:9,11"
1,F04,1,R,$60.00,$60.00,$7.86,10/12/2019,"L:127:SS:22,22"
1,F05,5,R,$11.99,$11.99,-$6.44,11/9/2019,"U:515:J:6,6"
2,F02,1,DPP,$64.14,$32.07,$64.14,9/11/2019,"U:506:N:12,13"
1,F04,5,R,$20.00,$20.00,$1.57,10/19/2019,"U:529:V:11,11"
2,F05,1,DPP,$49.98,$24.99,$49.98,11/9/2019,"L:106:U:11,12"
3,F01,2,R,$74.13,$24.71,-$67.29,9/6/2019,"L:123:B:6,8"
1,F07,2,R,$161.19,$161.19,$114.03,11/29/2019,"L:122:B:13,13"
3,F05,3,DPP,$59.94,$19.98,$59.94,11/5/2019,"L:117:R:6,8"
2,F01,3,DPP,$17.98,$8.99,$17.98,9/6/2019,"L:116:MM:24,25"
1,F02,5,DPP,$21.98,$21.98,$21.98,9/14/2019,"U:538:Y:4,4"
4,F02,5,R,$140.00,$35.00,$72.00,9/11/2019,"U:528:N:6,9"
2,F07,5,R,$180.20,$90.10,$143.36,9/13/2019,"U:525:H:1,2"
2,F05,4,DPP,$22.00,$11.00,$22.00,11/9/2019,"U:504:Q:17,18"
4,F02,2,P,$142.76,$35.69,$71.72,9/7/2019,"U:509:U:3,6"
2,F03,5,R,$19.98,$9.99,-$16.88,9/21/2019,"U:537:N:20,21"
2,F03,5,R,$19.60,$9.80,-$17.26,9/20/2019,"U:521:K:21,22"
8,F04,4,DPP,$223.04,$27.88,$223.04,9/23/2019,"U:536:P:8,15"
1,F04,5,R,$12.00,$12.00,-$6.43,10/16/2019,"U:538:V:11,11"
2,F01,1,DPP,$41.98,$20.99,$41.98,8/31/2019,"L:126:G:3,4"
2,F03,1,DPP,$27.98,$13.99,$27.98,9/21/2019,"L:128:CC:14,15"
2,F02,2,G1,$90.00,$45.00,$20.00,9/14/2019,"U:509:J:13,14"
2,F02,1,DPP,$88.00,$44.00,$88.00,9/7/2019,"U:532:S:28,29"
1,F05,5,R,$15.00,$15.00,-$3.43,11/5/2019,"U:538:V:12,12"
2,F07,5,V,$213.18,$106.59,$73.18,11/22/2019,"U:515:Z:13,14"
2,F01,1,R,$18.00,$9.00,-$86.28,8/31/2019,"U:508:A:29,30"
1,F01,5,R,$6.00,$6.00,-$12.43,9/6/2019,"U:539:P:15,15"
2,F07,5,R,$309.00,$154.50,$275.00,11/29/2019,"U:511:N:17,18"
2,F02,5,SR,$40.00,$20.00,$3.14,9/13/2019,"U:537:S:10,11"
5,F05,5,R,$55.00,$11.00,-$37.15,9/17/2019,"U:520:J:11,15"
2,F02,3,P,$44.00,$22.00,$8.48,9/14/2019,"L:116:HH:1,2"
4,F04,1,R,$236.00,$59.00,$27.44,10/4/2019,"L:108:AA:17,20"
2,F03,2,R,$69.80,$34.90,-$24.48,8/18/2019,"L:123:B:19,20"
1,F03,5,R,$8.00,$8.00,-$10.43,9/21/2019,"U:519:H:22,22"
3,F05,1,DPP,$70.35,$23.45,$70.35,11/9/2019,"L:122:N:5,7"
2,F04,2,PDI,$45.78,$22.89,$3.78,10/8/2019,"L:129:OO:11,12"
2,F07,5,R,$178.00,$89.00,$141.16,8/1/2019,"U:512:N:14,15"
2,F02,5,R,$95.46,$47.73,$61.46,7/25/2019,"U:511:Q:6,7"
2,F07,1,R,$450.00,$225.00,$345.68,9/18/2019,"L:107:F:13,14"
2,F04,1,R,$100.00,$50.00,-$4.28,9/6/2019,"L:127:MM:15,16"
1,F02,2,PDI,$72.00,$72.00,$30.00,9/13/2019,"L:122:E:9,9"
4,F04,3,R,$140.00,$35.00,-$8.56,9/24/2019,"L:120:A:3,6"
3,F05,2,G3,$165.00,$55.00,$90.00,11/3/2019,"L:121:D:11,13"
2,F01,2,R,$54.08,$27.04,-$40.20,9/2/2019,"L:121:B:1,2"
3,F02,3,R,$207.00,$69.00,$91.29,9/2/2019,"L:120:E:8,10"
1,F02,5,DPP,$17.99,$17.99,$17.99,9/14/2019,"U:526:Z:5,5"
1,F04,5,DPP,$16.99,$16.99,$16.99,10/18/2019,"U:515:X:18,18"
1,F01,5,R,$7.95,$7.95,-$9.05,9/5/2019,"U:513:N:17,17"
2,F03,1,R,$70.00,$35.00,-$37.14,9/20/2019,"L:107:FF:9,10"
4,F07,1,R,"$1,000.00",$250.00,$785.68,11/28/2019,"L:106:U:16,19"
2,F07,1,R,$499.90,$249.95,$395.58,10/29/2019,"L:106:MM:1,2"
1,F01,2,R,$44.53,$44.53,-$2.61,8/2/2019,"L:125:D:1,1"
1,F01,2,R,$44.53,$44.53,-$2.61,8/2/2019,"L:125:D:2,2"
1,F01,2,R,$44.53,$44.53,-$2.61,8/2/2019,"L:125:D:3,3"
1,F01,2,R,$44.53,$44.53,-$2.61,8/2/2019,"L:125:D:4,4"
1,F01,2,R,$44.53,$44.53,-$2.61,8/2/2019,"L:125:D:5,5"
1,F01,2,R,$44.53,$44.53,-$2.61,8/2/2019,"L:125:D:6,6"
5,F02,5,R,$145.00,$29.00,$52.85,9/8/2019,"U:522:G:10,14"
3,F02,2,R,$300.03,$100.01,$154.32,9/14/2019,"L:124:A:14,16"
4,F05,3,R,$120.00,$30.00,-$28.56,10/12/2019,"L:120:M:10,13"
1,F04,2,G3,$40.00,$40.00,$15.00,10/17/2019,"U:532:Z:32,32"
9,F02,1,DPP,$386.91,$42.99,$386.91,8/11/2019,"L:110:FF:1,9"
5,F06,4,DPP,$49.50,$9.90,$49.50,11/17/2019,"U:512:H:1,5"
3,F01,5,R,$18.00,$6.00,-$37.29,9/6/2019,"U:519:H:21,23"
2,F05,1,YA,$50.00,$25.00,-$35.72,11/5/2019,"U:506:D:16,17"
6,F02,5,R,$143.40,$23.90,$32.82,9/13/2019,"U:523:H:4,9"
2,F04,1,DPP,$59.98,$29.99,$59.98,10/19/2019,"U:508:M:25,26"
1,F02,1,G3,$48.00,$48.00,$23.00,9/10/2019,"L:110:EE:22,22"
2,F02,5,DPP,$43.98,$21.99,$43.98,9/14/2019,"U:526:W:19,20"
4,F02,5,R,$76.00,$19.00,$2.28,9/13/2019,"U:539:Q:5,8"
5,F02,1,G3,$275.00,$55.00,$150.00,8/14/2019,"L:110:EE:7,11"
2,F03,1,R,$50.00,$25.00,-$54.28,9/20/2019,"L:122:P:1,2"
2,F01,3,R,$20.80,$10.40,-$53.48,9/5/2019,"L:112:E:7,8"
4,F07,1,R,$624.00,$156.00,$304.00,8/2/2019,"L:110:W:19,22"
1,F02,5,DPP,$29.24,$29.24,$29.24,9/14/2019,"U:528:Y:8,8"
4,F01,2,R,$104.00,$26.00,-$84.56,9/5/2019,"L:106:E:15,18"
4,F04,1,R,$180.00,$45.00,-$28.56,10/18/2019,"L:108:AA:5,8"
1,F03,5,R,$8.00,$8.00,-$10.43,9/21/2019,"U:519:H:17,17"
2,F03,1,R,$55.00,$27.50,-$49.28,9/16/2019,"L:106:GG:3,4"
2,F04,1,DPP,$91.98,$45.99,$91.98,8/6/2019,"L:106:NN:3,4"
4,F04,5,R,$88.00,$22.00,$14.28,10/14/2019,"U:525:G:10,13"
2,F07,3,SS,$234.00,$117.00,$94.00,11/27/2019,"L:116:R:28,29"
4,F06,5,R,$24.00,$6.00,-$49.72,11/19/2019,"U:514:G:3,6"
2,F03,2,R,$50.00,$25.00,-$44.28,9/21/2019,"L:126:E:11,12"
2,F05,1,R,$58.00,$29.00,-$46.28,11/8/2019,"L:108:HH:22,23"
3,F07,1,R,$600.00,$200.00,$439.26,9/7/2019,"L:128:Y:1,3"
1,F03,3,DPP,$9.00,$9.00,$9.00,9/21/2019,"L:116:Z:20,20"
3,F07,1,R,$735.00,$245.00,$578.52,9/6/2019,"L:126:P:15,17"
1,F02,5,DPP,$17.00,$17.00,$17.00,9/11/2019,"U:522:X:9,9"
2,F04,1,DPP,$101.94,$50.97,$101.94,10/16/2019,"L:108:EE:15,16"
2,F02,3,VC,$60.00,$30.00,$60.00,9/14/2019,"L:113:DD:13,14"
1,F01,5,R,$6.00,$6.00,-$12.43,9/6/2019,"U:538:U:10,10"
2,F05,4,DPP,$22.00,$11.00,$22.00,11/9/2019,"U:504:P:9,10"
1,F05,5,R,$12.00,$12.00,-$6.43,11/9/2019,"U:522:J:8,8"
3,F05,5,R,$33.00,$11.00,-$22.29,9/29/2019,"U:525:S:10,12"
2,F05,5,FS,$16.00,$8.00,-$13.42,10/18/2019,"U:519:H:3,4"
4,F01,1,R,$303.48,$75.87,$94.92,7/29/2019,"L:125:M:18,21"
2,F01,1,R,$90.00,$45.00,-$14.28,8/7/2019,"L:125:N:7,8"
1,F02,2,P,$29.00,$29.00,$11.24,9/10/2019,"U:531:W:14,14"
2,F07,2,R,$320.00,$160.00,$160.00,11/16/2019,"L:111:J:21,22"
4,F04,1,DPP,$127.96,$31.99,$127.96,10/13/2019,"U:506:Q:34,37"
2,F07,2,R,$324.00,$162.00,$226.84,11/25/2019,"U:507:U:5,6"
10,F01,1,DPP,$80.00,$8.00,$80.00,9/2/2019,"L:110:LL:7,16"
2,F05,1,DPP,$54.56,$27.28,$54.56,11/8/2019,"L:126:FF:22,23"
2,F05,1,DPP,$51.96,$25.98,$51.96,11/8/2019,"L:126:HH:20,21"
2,F05,1,R,$60.00,$30.00,-$44.28,11/8/2019,"L:126:P:20,21"
1,F05,4,DPP,$15.99,$15.99,$15.99,11/9/2019,"U:510:Q:1,1"
1,F02,1,R,$80.00,$80.00,$27.86,9/9/2019,"L:107:L:17,17"
2,F07,3,R,$296.00,$148.00,$156.00,11/25/2019,"L:115:Y:11,12"
2,F07,2,R,$449.90,$224.95,$355.58,11/10/2019,"L:126:C:19,20"
1,F02,3,VC,$30.00,$30.00,$30.00,9/14/2019,"L:113:DD:6,6"
4,F04,1,DPP,$164.08,$41.02,$164.08,10/4/2019,"U:534:O:20,23"
2,F04,1,R,$120.00,$60.00,$15.72,9/7/2019,"L:107:F:13,14"
2,F07,3,FS,$300.00,$150.00,$238.32,10/4/2019,"L:112:GG:18,19"
2,F01,1,R,$92.40,$46.20,-$11.88,7/29/2019,"L:125:Q:9,10"
5,F04,5,DPP,$69.00,$13.80,$69.00,10/15/2019,"U:517:S:6,10"
2,F07,4,R,$260.00,$130.00,$140.00,11/29/2019,"U:528:H:21,22"
5,F03,1,DPP,$120.00,$24.00,$120.00,9/11/2019,"L:110:Z:13,17"
1,F03,1,DPP,$24.00,$24.00,$24.00,9/12/2019,"L:110:Z:18,18"
2,F07,1,R,$200.00,$100.00,$92.84,11/29/2019,"L:122:PP:20,21"
2,F04,4,DPP,$41.96,$20.98,$41.96,10/7/2019,"U:512:G:1,2"
3,F04,1,DPP,$251.76,$83.92,$251.76,10/16/2019,"L:107:J:9,11"
5,F05,2,DPP,$97.10,$19.42,$97.10,11/8/2019,"L:129:R:3,7"
2,F05,2,DPP,$44.82,$22.41,$44.82,11/8/2019,"L:129:H:5,6"
4,F02,5,GS,$100.00,$25.00,$41.16,9/13/2019,"U:528:U:9,12"
2,F07,1,R,$376.00,$188.00,$216.00,9/29/2019,"L:110:CC:23,24"
4,F04,5,R,$48.00,$12.00,-$25.72,10/16/2019,"U:538:V:7,10"
2,F02,2,R,$287.94,$143.97,$193.66,7/29/2019,"L:107:E:9,10"
1,F02,5,DPP,$28.99,$28.99,$28.99,9/10/2019,"U:512:X:14,14"
1,F07,1,R,$160.00,$160.00,$80.00,11/28/2019,"L:128:R:15,15"
4,F03,1,R,$293.04,$73.26,$84.48,7/25/2019,"L:127:K:7,10"
3,F01,1,R,$75.00,$25.00,-$81.42,9/2/2019,"L:107:P:13,15"
1,F02,5,DPP,$16.00,$16.00,$16.00,9/14/2019,"U:539:W:8,8"
3,F06,1,R,$60.00,$20.00,-$96.42,11/17/2019,"L:127:V:3,5"
4,F07,1,R,$714.84,$178.71,$506.20,7/25/2019,"L:108:AA:9,12"
5,F07,1,R,"$1,043.40",$208.68,$782.60,7/25/2019,"L:108:T:11,15"
2,F02,5,DPP,$39.98,$19.99,$39.98,9/13/2019,"U:517:Y:19,20"
4,F07,4,R,$660.00,$165.00,$420.00,11/23/2019,"L:131:N:5,8"
3,F07,4,R,$270.00,$90.00,$90.00,11/25/2019,"U:537:H:3,5"
2,F07,2,R,$220.00,$110.00,$125.68,11/27/2019,"L:129:EE:1,2"
2,F07,4,R,$280.00,$140.00,$160.00,11/13/2019,"L:130:HH:7,8"
1,F02,5,DPP,$16.00,$16.00,$16.00,9/10/2019,"U:522:Z:21,21"
1,F04,5,DPP,$14.50,$14.50,$14.50,10/14/2019,"U:516:T:1,1"
1,F04,5,DPP,$19.99,$19.99,$19.99,10/19/2019,"U:515:V:17,17"
1,F03,5,R,$7.00,$7.00,-$11.43,9/20/2019,"U:539:P:10,10"
1,F05,5,R,$15.00,$15.00,-$3.43,11/6/2019,"U:519:L:11,11"
1,F05,4,DPP,$12.99,$12.99,$12.99,11/9/2019,"U:504:P:6,6"
3,F02,2,R,$232.95,$77.65,$91.53,9/14/2019,"L:124:C:17,19"
1,F02,3,P,$32.00,$32.00,$14.24,8/25/2019,"L:114:L:5,5"
5,F02,3,P,$135.00,$27.00,$46.20,8/25/2019,"L:114:U:10,14"
2,F07,4,SS,$300.00,$150.00,$180.00,11/23/2019,"L:131:H:7,8"
2,F07,2,R,$260.00,$130.00,$100.00,11/22/2019,"U:509:J:11,12"
2,F05,5,R,$33.64,$16.82,-$3.22,11/7/2019,"U:512:S:16,17"
1,F02,5,FS,$17.00,$17.00,$2.29,9/13/2019,"U:522:K:20,20"
4,F02,5,GS,$116.00,$29.00,$57.16,9/9/2019,"U:529:T:8,11"
4,F03,5,R,$48.00,$12.00,-$20.00,9/16/2019,"U:528:N:10,13"
6,F07,1,R,"$1,080.06",$180.01,$600.06,11/23/2019,"LOGE:301:B:11,16"
4,F07,4,R,$679.00,$169.75,$556.16,11/28/2019,"L:130:A:13,16"
2,F05,2,R,$110.00,$55.00,$15.72,10/21/2019,"L:107:E:17,18"
1,F07,5,V,$98.65,$98.65,$28.65,11/24/2019,"U:513:V:17,17"
2,F02,2,P,$62.00,$31.00,$26.48,9/14/2019,"U:508:W:10,11"
2,F03,1,R,$52.00,$26.00,-$52.28,9/20/2019,"L:123:UU:15,16"
1,F05,4,DPP,$11.00,$11.00,$11.00,11/9/2019,"U:504:P:14,14"
1,F03,5,R,$9.00,$9.00,-$9.43,9/14/2019,"U:522:G:5,5"
1,F04,5,YA,$9.00,$9.00,-$5.71,9/14/2019,"U:525:R:14,14"
4,F02,5,DPP,$76.00,$19.00,$76.00,9/13/2019,"U:518:W:23,26"
9,F04,1,DPP,$296.91,$32.99,$296.91,9/16/2019,"L:110:LL:1,9"
3,F02,4,SP,$60.00,$20.00,$6.72,8/2/2019,"L:131:LL:10,12"
4,F01,5,R,$24.00,$6.00,-$44.00,9/6/2019,"U:518:F:2,5"
4,F04,5,R,$56.00,$14.00,-$17.72,10/12/2019,"U:515:P:7,10"
1,F02,3,P,$42.00,$42.00,$24.24,8/19/2019,"L:115:CC:11,11"
1,F06,5,R,$6.00,$6.00,-$12.43,11/17/2019,"U:512:O:8,8"
4,F04,1,R,$200.00,$50.00,-$8.56,10/13/2019,"L:124:VV:1,4"
2,F02,2,G3,$70.00,$35.00,$20.00,8/14/2019,"L:111:V:19,20"
1,F05,5,R,$15.00,$15.00,-$3.43,11/9/2019,"U:512:O:16,16"
1,F03,1,R,$20.00,$20.00,-$32.14,9/21/2019,"L:106:P:18,18"
2,F02,5,YA,$48.00,$24.00,$18.58,9/11/2019,"U:528:Q:9,10"
2,F04,5,YA,$32.00,$16.00,$2.58,10/16/2019,"U:512:Q:1,2"
2,F02,2,R,$90.00,$45.00,-$4.28,9/13/2019,"L:129:LL:1,2"
2,F03,2,FS,$41.68,$20.84,-$33.74,9/20/2019,"L:129:K:1,2"
4,F03,1,R,$120.00,$30.00,-$94.28,9/19/2019,"U:506:A:38,41"
3,F03,5,GS,$24.00,$8.00,-$20.13,9/11/2019,"U:529:U:15,17"
2,F02,5,R,$50.00,$25.00,$13.14,9/11/2019,"U:529:U:3,4"
2,F04,5,R,$30.00,$15.00,-$6.86,10/18/2019,"U:537:X:12,13"
1,F02,2,G1,$39.99,$39.99,$4.99,9/13/2019,"L:121:CC:19,19"
3,F04,1,DPP,$123.06,$41.02,$123.06,10/7/2019,"U:532:N:16,18"
2,F01,5,R,$12.00,$6.00,-$24.86,9/6/2019,"U:515:Q:4,5"
4,F02,1,DPP,$123.96,$30.99,$123.96,9/10/2019,"U:508:P:3,6"
2,F02,5,V,$44.00,$22.00,-$46.00,9/14/2019,"U:519:Q:31,32"
1,F03,1,R,$24.00,$24.00,-$28.14,9/20/2019,"L:123:WW:15,15"
4,F04,2,R,$470.20,$117.55,$281.64,9/12/2019,"L:126:E:13,16"
2,F07,5,R,$214.68,$107.34,$177.84,11/9/2019,"U:528:P:2,3"
2,F02,1,DPP,$59.88,$29.94,$59.88,9/9/2019,"U:506:M:13,14"
2,F03,2,R,$185.62,$92.81,$91.34,7/29/2019,"L:125:C:7,8"
4,F02,1,R,$220.00,$55.00,$5.72,8/19/2019,"L:122:OO:16,19"
4,F05,4,R,$75.80,$18.95,-$44.20,10/17/2019,"U:536:G:8,11"
3,F04,1,R,$300.00,$100.00,$143.58,10/16/2019,"L:125:V:18,20"
4,F05,1,R,$160.00,$40.00,-$48.56,8/23/2019,"L:123:T:5,8"
4,F07,3,R,$396.00,$99.00,$116.00,11/25/2019,"L:116:GG:20,23"
3,F01,1,R,$81.00,$27.00,-$75.42,9/3/2019,"L:126:UU:6,8"
5,F02,3,P,$120.00,$24.00,$31.20,7/21/2019,"L:115:W:14,18"
2,F05,5,FS,$25.00,$12.50,-$2.14,11/4/2019,"U:527:O:22,23"
7,F05,5,R,$85.61,$12.23,-$43.40,8/8/2019,"U:513:S:3,9"
2,F07,1,R,$504.00,$252.00,$396.84,11/23/2019,"L:107:N:7,8"
5,F05,4,DPP,$94.50,$18.90,$94.50,10/22/2019,"U:510:S:3,7"
2,F05,3,FS,$42.00,$21.00,-$19.72,11/7/2019,"L:112:NN:19,20"
5,F04,2,G3,$200.00,$40.00,$75.00,9/15/2019,"L:121:J:5,9"
4,F04,2,G3,$72.00,$18.00,-$28.00,9/23/2019,"U:509:Y:8,11"
1,F04,3,DPP,$34.98,$34.98,$34.98,10/19/2019,"L:116:LL:10,10"
4,F07,2,R,$995.00,$248.75,$806.36,8/15/2019,"L:125:C:7,10"
1,F02,5,DPP,$16.00,$16.00,$16.00,9/14/2019,"U:539:W:13,13"
1,F01,5,R,$6.00,$6.00,-$12.43,9/6/2019,"U:515:J:5,5"
2,F05,4,R,$40.00,$20.00,-$20.00,11/3/2019,"L:130:SS:5,6"
2,F01,5,R,$12.00,$6.00,-$24.86,9/6/2019,"U:539:Q:11,12"
2,F02,5,DPP,$38.00,$19.00,$38.00,9/13/2019,"U:518:W:11,12"
1,F05,5,R,$13.00,$13.00,-$5.43,11/4/2019,"U:539:Q:5,5"
1,F06,5,FS,$6.00,$6.00,-$8.71,11/4/2019,"U:538:M:16,16"
2,F06,1,R,$47.98,$23.99,-$59.16,11/19/2019,"L:107:J:21,22"
2,F06,5,YA,$12.08,$6.04,-$17.34,11/19/2019,"U:512:Q:1,2"
2,F02,5,R,$59.98,$29.99,$23.12,9/14/2019,"U:537:W:10,11"
2,F04,5,R,$50.00,$25.00,$13.14,10/17/2019,"U:538:L:6,7"
1,F05,5,R,$15.00,$15.00,-$3.43,11/5/2019,"U:537:X:11,11"
4,F07,1,R,$760.00,$190.00,$551.36,11/26/2019,"L:126:TT:17,20"
1,F02,5,DPP,$21.99,$21.99,$21.99,9/12/2019,"U:517:Z:9,9"
2,F06,4,GS,$24.00,$12.00,-$26.28,9/15/2019,"L:130:DD:5,6"
2,F05,5,R,$26.00,$13.00,-$10.86,9/16/2019,"U:539:N:12,13"
1,F02,1,SRE,$65.10,$65.10,$12.96,9/14/2019,"L:122:K:21,21"
1,F06,1,DPP,$6.00,$6.00,$6.00,11/21/2019,"L:110:LL:2,2"
4,F02,1,DPP,$197.08,$49.27,$197.08,8/4/2019,"U:532:L:6,9"
2,F07,5,R,$177.80,$88.90,$143.80,8/30/2019,"U:513:N:17,18"
2,F02,2,SRE,$221.62,$110.81,$127.34,9/10/2019,"L:107:B:17,18"
2,F02,5,V,$54.00,$27.00,-$36.00,9/10/2019,"U:516:D:7,8"
2,F05,2,R,$149.86,$74.93,$55.58,10/10/2019,"L:125:E:18,19"
1,F02,5,R,$18.00,$18.00,-$0.43,9/12/2019,"U:539:R:6,6"
2,F04,1,DPP,$89.98,$44.99,$89.98,10/9/2019,"L:127:FF:7,8"
2,F01,2,R,$56.00,$28.00,-$38.28,9/3/2019,"L:126:D:19,20"
2,F02,2,R,$368.40,$184.20,$274.12,7/29/2019,"L:107:E:13,14"
2,F01,5,R,$12.00,$6.00,-$18.00,9/3/2019,"U:524:M:1,2"
4,F05,2,R,$168.00,$42.00,-$20.56,10/29/2019,"L:106:E:15,18"
2,F02,2,P,$71.10,$35.55,$35.58,9/7/2019,"U:535:R:16,17"
6,F03,5,R,$48.00,$8.00,-$62.58,9/15/2019,"U:520:J:8,13"
3,F07,5,R,$419.70,$139.90,$364.44,11/7/2019,"U:511:N:10,12"
2,F07,5,FS,$218.00,$109.00,$188.52,11/23/2019,"U:524:H:10,11"
4,F03,3,DPP,$115.56,$28.89,$115.56,9/3/2019,"L:116:EE:5,8"
5,F02,5,GS,$125.00,$25.00,$51.45,9/13/2019,"U:529:U:16,20"
4,F02,2,R,$496.00,$124.00,$307.44,9/4/2019,"L:124:A:6,9"
2,F04,5,FS,$34.00,$17.00,$4.58,10/18/2019,"U:538:T:26,27"
2,F03,4,DPP,$21.98,$10.99,$21.98,9/15/2019,"U:512:H:1,2"
1,F02,1,DPP,$39.00,$39.00,$39.00,8/9/2019,"L:110:NN:8,8"
2,F03,5,R,$20.00,$10.00,-$16.86,9/20/2019,"U:537:X:3,4"
2,F02,2,R,$132.00,$66.00,$22.00,9/14/2019,"L:111:S:1,2"
1,F05,4,G3,$13.99,$13.99,-$11.01,11/9/2019,"L:131:F:3,3"
6,F07,5,R,$540.00,$90.00,$429.48,9/8/2019,"U:514:P:9,14"
4,F01,1,R,$100.00,$25.00,-$108.56,9/3/2019,"L:124:WW:5,8"
3,F02,3,VC,$60.00,$20.00,$60.00,9/14/2019,"L:113:CC:19,21"
6,F07,2,R,"$2,202.42",$367.07,"$1,919.46",9/11/2019,"L:123:B:6,11"
2,F07,3,R,$270.00,$135.00,$130.00,11/23/2019,"L:114:J:10,11"
3,F06,1,R,$75.00,$25.00,-$81.42,11/19/2019,"L:126:S:18,20"
2,F02,1,R,$152.00,$76.00,$47.72,9/11/2019,"L:126:YY:9,10"
2,F03,1,R,$100.00,$50.00,-$4.28,9/14/2019,"L:126:PP:24,25"
2,F01,3,DPP,$19.96,$9.98,$19.96,9/6/2019,"L:116:LL:13,14"
2,F04,5,R,$32.00,$16.00,-$4.86,10/18/2019,"U:537:S:6,7"
3,F04,1,DPP,$138.21,$46.07,$138.21,10/11/2019,"L:127:CC:18,20"
2,F01,1,R,$63.96,$31.98,-$40.32,8/20/2019,"L:124:YY:8,9"
2,F03,1,R,$54.00,$27.00,-$50.28,9/11/2019,"L:123:TT:5,6"
3,F06,1,R,$90.00,$30.00,-$66.42,11/12/2019,"L:108:HH:1,3"
1,F02,5,DPP,$17.99,$17.99,$17.99,9/14/2019,"U:525:W:6,6"
2,F07,5,R,$208.00,$104.00,$174.00,9/18/2019,"U:537:L:20,21"
1,F02,5,DPP,$17.99,$17.99,$17.99,9/11/2019,"U:522:W:4,4"
2,F05,1,R,$60.00,$30.00,-$47.14,11/3/2019,"L:122:P:18,19"
10,F05,1,DPP,$379.90,$37.99,$379.90,11/3/2019,"L:110:JJ:10,19"
4,F02,2,G3,$123.52,$30.88,$23.52,9/8/2019,"U:532:Y:14,17"
6,F07,5,R,$594.00,$99.00,$483.48,7/25/2019,"U:512:N:8,13"
1,F07,5,R,$140.00,$140.00,$80.00,11/27/2019,"U:529:Y:16,16"
5,F02,2,G3,$175.00,$35.00,$50.00,8/30/2019,"U:533:X:16,20"
1,F07,5,R,$101.00,$101.00,$41.00,11/18/2019,"U:519:P:21,21"
1,F07,5,R,$117.00,$117.00,$57.00,11/28/2019,"U:520:X:6,6"
2,F03,3,DPP,$25.96,$12.98,$25.96,9/19/2019,"L:117:Q:5,6"
2,F05,2,DPP,$32.96,$16.48,$32.96,11/8/2019,"L:111:NN:8,9"
1,F03,5,R,$15.00,$15.00,-$3.43,9/16/2019,"U:525:U:6,6"
1,F07,1,SRE,$150.00,$150.00,$97.84,11/27/2019,"L:125:M:18,18"
2,F02,5,DPP,$32.00,$16.00,$32.00,9/10/2019,"U:523:X:13,14"
3,F07,5,R,$297.00,$99.00,$241.74,8/31/2019,"U:523:E:8,10"
2,F05,4,DPP,$26.00,$13.00,$26.00,11/4/2019,"U:513:H:5,6"
3,F05,5,R,$42.00,$14.00,-$13.29,11/4/2019,"U:515:P:9,11"
2,F02,2,R,$198.00,$99.00,$103.72,8/24/2019,"L:122:A:13,14"
2,F03,1,R,$60.00,$30.00,-$47.14,9/20/2019,"L:122:W:6,7"
2,F07,5,R,$200.00,$100.00,$163.16,11/16/2019,"U:514:J:3,4"
3,F02,5,R,$87.00,$29.00,$31.71,9/14/2019,"U:525:F:1,3"
1,F02,5,DPP,$18.00,$18.00,$18.00,9/14/2019,"U:526:Z:12,12"
6,F03,2,R,$216.30,$36.05,-$66.54,8/2/2019,"U:533:U:5,10"
1,F02,5,DPP,$16.00,$16.00,$16.00,9/10/2019,"U:522:Z:25,25"
4,F03,3,DPP,$43.92,$10.98,$43.92,9/21/2019,"L:116:JJ:3,6"
3,F07,5,R,$411.75,$137.25,$356.49,11/23/2019,"U:537:V:1,3"
14,F04,5,R,$182.00,$13.00,-$76.02,10/9/2019,"U:515:Q:3,16"
1,F02,5,DPP,$14.00,$14.00,$14.00,9/13/2019,"U:518:V:17,17"
2,F02,5,DPP,$39.98,$19.99,$39.98,9/14/2019,"U:512:U:17,18"
3,F04,5,DPP,$43.50,$14.50,$43.50,10/15/2019,"U:516:T:2,4"
4,F03,1,DPP,$63.96,$15.99,$63.96,9/21/2019,"L:122:S:5,8"
3,F07,2,R,$869.85,$289.95,$629.85,11/16/2019,"L:111:C:9,11"
2,F05,5,R,$19.98,$9.99,-$16.88,9/15/2019,"U:513:S:17,18"
2,F07,2,R,$339.90,$169.95,$242.74,8/27/2019,"L:110:B:7,8"
2,F02,2,R,$172.80,$86.40,$78.52,7/29/2019,"L:107:B:5,6"
1,F04,4,PDI,$20.00,$20.00,$0.00,10/18/2019,"L:130:KK:19,19"
2,F02,5,DPP,$35.98,$17.99,$35.98,9/14/2019,"U:526:Z:1,2"
2,F01,1,R,$48.00,$24.00,-$56.28,9/5/2019,"L:107:X:1,2"
1,F02,5,DPP,$28.99,$28.99,$28.99,9/8/2019,"U:512:X:15,15"
2,F05,5,GS,$24.00,$12.00,-$5.42,11/8/2019,"U:525:W:20,21"
2,F05,5,R,$28.00,$14.00,-$6.00,11/8/2019,"U:526:D:11,12"
